LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-91.1212964,40.7907811,1712,PAGE STREET,,BURLINGTON,,,,6620,1a0a130d0b440c5a
-91.1119781,40.8236705,1308,OAK STREET,,BURLINGTON,,,,6621,7d2be8e69d6c9828
-91.1118464,40.7932087,1410,S 13TH STREET,,BURLINGTON,,,,6622,53e9cfcd73c769f5
-91.1659517,40.796609,12263,WEST AV ROAD,,BURLINGTON,,,,6623,d412f717725f73ec
-91.1070687,40.787352,816,DUNHAM STREET,,BURLINGTON,,,,6624,88d0c954c5fbdc56
-91.1310255,40.8162373,2308,HERMAN AVENUE,,BURLINGTON,,,,6625,cb5878d52871526c
-91.1166396,40.7873798,2031,SUMMER STREET,,BURLINGTON,,,,6626,b48a365bfd6da6ef
-91.1030892,40.7878945,513,HEDGE AVENUE,,BURLINGTON,,,,6627,92a593b8cd90a154
-91.1078125,40.7870052,2101,MADISON AVENUE,,BURLINGTON,,,,6628,551459e1938c05c2
-91.1186153,40.8102132,106,N GARFIELD AVENUE,,BURLINGTON,,,,6629,5e823f99836322b3
-91.1226329,40.8328157,2135,SUNNYSIDE AVENUE,,BURLINGTON,,,,6630,35d1e9ba13ec725d
-91.1362658,40.8096286,122,COTTONWOOD COURT,,BURLINGTON,,,,6631,5b8fd87b06a6a003
-91.1125554,40.7971469,914,S 13TH STREET,,BURLINGTON,,,,6632,8b789425eed13655
-91.1419529,40.8358235,2524,SURREY ROAD,,BURLINGTON,,,,6633,507ef846704536c6
-91.1153848,40.7902654,1715,S 16TH STREET,,BURLINGTON,,,,6634,c27cee2696174653
-91.1261427,40.8131732,306,CURRAN STREET,,BURLINGTON,,,,6635,b32db8bb3957b87e
-91.1315091,40.8168758,101,PAULAIRE COURT,,BURLINGTON,,,,6636,409b2fa553a53c0f
-91.113469,40.7806632,2607,S 14TH STREET,,BURLINGTON,,,,6637,38f9def73174bce8
-91.1043016,40.8168788,911,N 6TH STREET,,BURLINGTON,,,,6638,9832dd3ee55bd6b7
-91.1091519,40.7999624,712,S 9TH STREET,,BURLINGTON,,,,6639,a330f2088e0a4c51
-91.1118687,40.790167,1714,S 13TH STREET,,BURLINGTON,,,,6640,6017e06931ec8f84
-91.123062,40.8140161,1600,DISQUE STREET,,BURLINGTON,,,,6641,0851b032c7b47ef4
-91.211078,40.8398659,14572,WASHINGTON ROAD,,WEST BURLINGTON,,,,6642,89c5bb471f7158b5
-91.1019356,40.7832315,163,CRESTVIEW DRIVE,,BURLINGTON,,,,6643,2c833bbcee68874d
-91.1292059,40.8200193,2102,KIRKWOOD STREET,,BURLINGTON,,,,6644,729c131336dc2940
-91.1398192,40.8396752,2949,WOODLAND DRIVE,,BURLINGTON,,,,6645,522b20512f028b7b
-91.1290389,40.8396459,2622,EVERGREEN DRIVE,,BURLINGTON,,,,6646,3ce6f805664c04f6
-91.1145268,40.8112251,1200,VALLEY STREET,,BURLINGTON,,,,6647,a4cfe6e9b5b78c61
-91.1071122,40.7995269,815,S 7TH STREET,,BURLINGTON,,,,6648,a0dd4df1483cc699
-91.142215,40.8375902,2550,SURREY ROAD,,BURLINGTON,,,,6649,3b2f03d102212d77
-91.1157739,40.7794884,1601,LYNNWOOD DRIVE,,BURLINGTON,,,,6650,f7bd9435cfccc05e
-91.1079288,40.7750998,2910,MADISON AVENUE,,BURLINGTON,,,,6651,5ba76ff3a7a7f24c
-91.1025669,40.816757,916,N 5TH STREET,,BURLINGTON,,,,6652,eb11a70b6540dff5
-91.160236,40.8472369,11481,PLANK ROAD,,BURLINGTON,,,,6653,dec79be4d6173779
-91.1095218,40.7857223,2142,S CENTRAL AVENUE,,BURLINGTON,,,,6654,1b73d2d23bc049fb
-91.1632314,40.8007644,827,MONTICELLO DRIVE,,BURLINGTON,,,,6655,443fe62016884ff7
-91.1336397,40.8195827,2521,KIRKWOOD STREET,,BURLINGTON,,,,6656,7d7b0a7be14b048e
-91.1129109,40.8041293,405,S CENTRAL AVENUE,,BURLINGTON,,,,6657,f862e7c101dc9f4e
-91.1183009,40.8015139,1331,ANGULAR STREET,,BURLINGTON,,,,6658,1f004c2a85c02a0d
-91.1193284,40.8010173,820,S GARFIELD AVENUE,,BURLINGTON,,,,6659,387d8b7bb4c91241
-91.1188172,40.8010226,1528,GROVE STREET,,BURLINGTON,,,,6660,73fc1ea1ce5e2016
-91.1041074,40.8138567,623,N 5TH STREET,,BURLINGTON,,,,6661,dbd007546c26904e
-91.1311911,40.7915192,1567,MASON LANE,,BURLINGTON,,,,6662,016d2b1892ee4185
-91.1186125,40.7748921,3115,SUMMER STREET,,BURLINGTON,,,,6663,017d013e37eecfec
-91.1071883,40.7939568,1306,MADISON AVENUE,,BURLINGTON,,,,6664,81c5d7e64079a880
-91.1178705,40.8014965,1325,ANGULAR STREET,,BURLINGTON,,,,6665,a80c0cb12140fbf0
-91.1169463,40.801583,1307,ANGULAR STREET,,BURLINGTON,,,,6666,aca3d411408ffa1f
-91.1181415,40.8010927,1518,GROVE STREET,,BURLINGTON,,,,6667,bcaed77ce93f113e
-91.117944,40.801041,1516,GROVE STREET,,BURLINGTON,,,,6668,8da862aabb53ea01
-91.0959564,40.7936802,1600,RIVER STREET,,BURLINGTON,,,,6669,212c4d76a743224a
-91.144851,40.824883,2825,MT PLEASANT STREET,,BURLINGTON,,,,6670,89910f26b87cc346
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6671,17e6a523de373311
-91.1088399,40.7790434,2603,MADISON AVENUE,,BURLINGTON,,,,6672,7e6ed224640c615b
-91.1088399,40.7790434,2603,MADISON AVENUE,,BURLINGTON,,,,6673,b60a3e8e1178ef25
-91.1307019,40.8126606,2214,WASHINGTON STREET,,BURLINGTON,,,,6674,cfd64c60f82e511c
-91.1198602,40.7879396,129,GREENBRIAR DRIVE,,BURLINGTON,,,,6675,a467890737660575
-91.1164854,40.8226902,1214,PACIFIC STREET,,BURLINGTON,,,,6676,85be53497a215792
-91.1190772,40.7967481,1746,PINE STREET,,BURLINGTON,,,,6677,f1b321dfc2e34122
-91.1024109,40.7840108,185,CRESTVIEW DRIVE,,BURLINGTON,,,,6678,732d76688ab1df4e
-91.1049319,40.811558,401,N 5TH STREET,,BURLINGTON,,,,6679,277bfb45d630e576
-91.1143225,40.8089557,119,MARIETTA STREET,,BURLINGTON,,,,6680,e1cccb8792f2afbb
-91.1110651,40.7868435,2107,S 12TH STREET,,BURLINGTON,,,,6681,67f8041a49f3583b
-91.1668928,40.7960809,4925,WEST AVENUE,,BURLINGTON,,,,6682,add8f71d756c69c1
-91.1079288,40.7750998,2910,MADISON AVENUE,,BURLINGTON,,,,6683,7e2d5972d9129326
-91.1083747,40.7878483,2002,S 10TH STREET,,BURLINGTON,,,,6684,4a1b3e5dd92c22d0
-91.1336791,40.7955782,1124,ASPEN AVENUE,,BURLINGTON,,,,6685,302be0fd8561a2eb
-91.1347577,40.8106945,2703,FLINT HILLS DRIVE,,BURLINGTON,,,,6686,280960f3eda880ba
-91.1243124,40.832893,2315,SUNNYSIDE AVENUE,,BURLINGTON,,,,6687,af035c13ba67e445
-91.1240533,40.8314619,2304,STEUBEN STREET,,BURLINGTON,,,,6688,e2bb6be19fe9dfde
-91.1237529,40.8318966,2205,GRUBE STREET,,BURLINGTON,,,,6689,7d3a9390ffdac824
-91.123994,40.814321,315,N GERTRUDE STREET,,BURLINGTON,,,,6690,b0eb334e2c5a21f3
-91.0968469,40.7841397,105,CONCORD DRIVE,,BURLINGTON,,,,6691,9367827c5887c501
-91.1067638,40.8219656,1320,N 9TH STREET,,BURLINGTON,,,,6692,d1dff66238b65b41
-91.1302855,40.8022317,722,MORNINGSIDE DRIVE,,BURLINGTON,,,,6693,b0e23dfcacc639bf
-91.1164449,40.7935737,1621,DODGE STREET,,BURLINGTON,,,,6694,7e83326c09469a8f
-91.1239874,40.8146478,327,N GERTRUDE STREET,,BURLINGTON,,,,6695,aaf1e002df537b34
-91.1173095,40.8010801,1506,GROVE STREET,,BURLINGTON,,,,6696,47edeb1887bcf504
-91.1694861,40.7572352,5287,HUNT ROAD,,BURLINGTON,,,,6697,d09f7bf791313a5c
-91.109584,40.7935246,1404,S CENTRAL AVENUE,,BURLINGTON,,,,6698,3aea086c151c0ecd
-91.1089364,40.7863331,2121,S 10TH STREET,,BURLINGTON,,,,6699,3a871a72bc5ad699
-91.1227364,40.7929753,1908,MASON STREET,,BURLINGTON,,,,6700,9733955563465fdc
-91.1262424,40.7947779,1315,HAGEMANN AVENUE,,BURLINGTON,,,,6701,2ece9a638eb3952b
-91.1079288,40.7750998,2910,MADISON AVENUE,,BURLINGTON,,,,6702,201e59ef9f07a91c
-91.1293196,40.7976522,1008,MESSIAH DRIVE,,BURLINGTON,,,,6703,cbb8cb9b33aa785b
-91.1161205,40.8014964,1241,ANGULAR STREET,,BURLINGTON,,,,6704,592b71b577675414
-91.1159639,40.8008858,1428,GROVE STREET,,BURLINGTON,,,,6705,79148c6b54ef8f79
-91.0988993,40.785543,2413,S MAIN STREET,,BURLINGTON,,,,6706,5a90252b9044928b
-91.1407756,40.8354973,2711,DREBENSTEDT CIRCLE,,BURLINGTON,,,,6707,ad3995f23b933b92
-91.129864,40.7972111,1019,MESSIAH DRIVE,,BURLINGTON,,,,6708,c1b3e77c83b0356d
-91.0995299,40.786786,2206,S 3RD STREET,,BURLINGTON,,,,6709,f04d21a4fdcb5bf3
-91.1089851,40.8237058,1008,OAK STREET,,BURLINGTON,,,,6710,04b3dbe1a15a5572
-91.1315259,40.8315668,2200,DEHN STREET,,BURLINGTON,,,,6711,cde889e4d6a26e44
-91.1158207,40.8008712,1424,GROVE STREET,,BURLINGTON,,,,6712,51c8aab352afdbce
-91.1156775,40.8008566,1422,GROVE STREET,,BURLINGTON,,,,6713,2ac441f6d988f4d9
-91.1153911,40.8008273,1418,GROVE STREET,,BURLINGTON,,,,6714,4479f44289f40260
-91.1145093,40.8003895,703,SUMMER STREET,,BURLINGTON,,,,6715,511080160fd3ba2e
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6716,10a7050a571ac0da
-91.1068729,40.8051018,320,S 6TH STREET,,BURLINGTON,,,,6717,b9d3f4df6160c2e6
-91.1446792,40.8304636,2010,ISABELLA AVENUE,,BURLINGTON,,,,6718,4f32751dc26c23e8
-91.1304375,40.8150773,508,HARGLEN COURT,,BURLINGTON,,,,6719,4b4fe443c7306689
-91.1274701,40.8326324,2309,CLIFF ROAD,,BURLINGTON,,,,6720,6c87c9bc1fb02c4a
-91.1219176,40.9002474,15145,IRISH RIDGE ROAD,,BURLINGTON,,,,6721,f13d4d93368cf5ab
-91.1142784,40.7861345,2121,S 15TH STREET,,BURLINGTON,,,,6722,79b440071642b5ad
-91.1374891,40.8099061,102,FLEMING COURT,,BURLINGTON,,,,6723,5e9cc3c37ff2f18f
-91.1022048,40.7916048,427,DENMARK STREET,,BURLINGTON,,,,6724,acd5e7978c4d12c5
-91.1145165,40.7975195,906,SUMMER STREET,,BURLINGTON,,,,6725,81f51393a8991d2e
-91.1180522,40.7958236,1710,SOUTH STREET,,BURLINGTON,,,,6726,34c6f33b5c438640
-91.1146198,40.7997898,711,SUMMER STREET,,BURLINGTON,,,,6727,bc31c43d5d86038c
-91.1151423,40.8004638,1411,GROVE STREET,,BURLINGTON,,,,6728,9b91e6e8b4d1b82e
-91.1238002,40.8383122,2726,BITTERSWEET PLACE,,BURLINGTON,,,,6729,8f47c87b6e97416a
-91.0994346,40.7857317,2404,S 3RD STREET,,BURLINGTON,,,,6730,0be039483cfe4199
-91.064604,40.8945486,14732,DMC HWY 99,,BURLINGTON,,,,6731,18950dee45985896
-91.1096661,40.832347,1209,POND STREET,,BURLINGTON,,,,6732,43421f8cef762c99
-91.1135094,40.824867,1523,THUL STREET,,BURLINGTON,,,,6733,e7d4855839694aa2
-91.1163254,40.7899452,1801,SUMMER STREET,,BURLINGTON,,,,6734,562f08fb37a43ba7
-91.1063168,40.7901283,800,SWEENY AVENUE,,BURLINGTON,,,,6735,735ebd8075a5558b
-91.1147546,40.7993907,803,SUMMER STREET,,BURLINGTON,,,,6736,6ebdad85098d54cb
-91.1157056,40.7976956,920,WHITE STREET,,BURLINGTON,,,,6737,f5191aaf75ad2d99
-91.1148682,40.7981018,903,SUMMER STREET,,BURLINGTON,,,,6738,5be6798c5992e231
-91.1328472,40.811495,2505,VALLEY STREET,,BURLINGTON,,,,6739,6c2f32df30723915
-91.1083349,40.8200391,1010,IOWA STREET,,BURLINGTON,,,,6740,a561f1bfc373d2a3
-91.1324165,40.8328717,2805,BOCK STREET,,BURLINGTON,,,,6741,0da8ff9141e24e88
-91.1177451,40.7587472,5424,MADISON AVENUE,,BURLINGTON,,,,6742,1d71cb8363f8117f
-91.1068117,40.8232644,829,OAK STREET,,BURLINGTON,,,,6743,cee996eb8ebabff6
-91.1170392,40.8028972,622,S GUNNISON STREET,,BURLINGTON,,,,6744,ab41f4cd1676eb48
-91.1216853,40.7980113,1025,S LEEBRICK STREET,,BURLINGTON,,,,6745,82e9010ad8320851
-91.1216756,40.7984768,1009,S LEEBRICK STREET,,BURLINGTON,,,,6746,df5b320eb93c0aba
-91.1229034,40.7984801,1002,S STARR AVENUE,,BURLINGTON,,,,6747,b6cd74ac3a00cbd1
-91.2607065,40.8287353,250,WASHINGTON STREET,,MIDDLETOWN,,,,6748,793aeb13e5d5306d
-91.1217322,40.7986086,1001,S LEEBRICK STREET,,BURLINGTON,,,,6749,b9a83cf5dabecdd4
-91.1178616,40.793701,1403,PERKINS AVENUE,,BURLINGTON,,,,6750,2560d0b9838e757e
-91.1312583,40.8022329,121,GLENDALE DRIVE,,BURLINGTON,,,,6751,9b424f76b15be891
-91.1273157,40.8017893,725,IRONWOOD STREET,,BURLINGTON,,,,6752,0f021aa5ba016d1e
-91.1154641,40.7799315,1522,LYNNWOOD DRIVE,,BURLINGTON,,,,6753,91e098bb9248d1a4
-91.1329934,40.815418,516,CONRAD COURT,,BURLINGTON,,,,6754,e17f2c7da111b218
-91.1199032,40.7945345,1312,S GARFIELD AVENUE,,BURLINGTON,,,,6755,16591831bededcf5
-91.1240172,40.816038,519,N GERTRUDE STREET,,BURLINGTON,,,,6756,0c836a84c9e47670
-91.1158323,40.7924471,1509,SUMMER STREET,,BURLINGTON,,,,6757,b735d9091f471ef7
-91.1312575,40.8033416,109,GLENDALE DRIVE,,BURLINGTON,,,,6758,936fbcfaf6b4d5d1
-91.1090298,40.7905476,1705,S 10TH STREET,,BURLINGTON,,,,6759,a5fb62f4931e0b38
-91.1136214,40.8050522,305,SUMMER STREET,,BURLINGTON,,,,6760,37d2ecc686c508c2
-91.110767,40.7782095,1200,PARKWAY DRIVE,,BURLINGTON,,,,6761,5affcb3b4e456c12
-91.1200006,40.7922755,108,INDIAN TERRACE,,BURLINGTON,,,,6762,4dc7fd89384d0012
-91.1008721,40.8179898,1024,N 4TH STREET,,BURLINGTON,,,,6763,75acec1520a0d552
-91.10899,40.7930751,1000,ACRES STREET,,BURLINGTON,,,,6764,2ac3dd5ff28d549c
-91.1006738,40.7937881,1515,REMEY AVENUE,,BURLINGTON,,,,6765,ac5b9155c593dee0
-91.111872,40.8205512,1323,IOWA STREET,,BURLINGTON,,,,6766,da74e9f1c05f8522
-91.1386057,40.83299,3075,SUNNYSIDE AVENUE,,BURLINGTON,,,,6767,2fe5b43ae9fbb293
-91.1083908,40.7888335,1904,S 10TH STREET,,BURLINGTON,,,,6768,2dd770bc84885c71
-91.1083962,40.7884816,1920,S 10TH STREET,,BURLINGTON,,,,6769,2e5179136b7f4235
-91.1083989,40.7883718,1924,S 10TH STREET,,BURLINGTON,,,,6770,75440dfc74d53f20
-91.1078472,40.7879829,2003,MADISON AVENUE,,BURLINGTON,,,,6771,a5b4eb13473fed09
-91.1078361,40.7863259,2121,MADISON AVENUE,,BURLINGTON,,,,6772,c16721a283b94e3d
-91.1084006,40.7860553,2128,S 10TH STREET,,BURLINGTON,,,,6773,63d8cf4c99e6be43
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6774,39affa08522e4948
-91.1190865,40.7962949,1749,PINE STREET,,BURLINGTON,,,,6775,9fd5b362c65b2acb
-91.1292336,40.8077707,2500,DIVISION STREET,,BURLINGTON,,,,6776,eef610df8f5d8749
-91.1046424,40.8092651,405,VALLEY STREET,,BURLINGTON,,,,6777,b212353d936b0aad
-91.1359296,40.8007193,2910,WEST AVENUE,,BURLINGTON,,,,6778,eb8730028ad8816c
-91.1217788,40.7901657,1801,PAGE STREET,,BURLINGTON,,,,6779,bcd7c3d1d0fb7647
-91.1283676,40.839222,2613,EVERGREEN DRIVE,,BURLINGTON,,,,6780,6d68cab04280a09b
-91.1014787,40.816309,910,N 4TH STREET,,BURLINGTON,,,,6781,0184192231d1ed41
-91.09838,40.7884661,2110,S MAIN STREET,,BURLINGTON,,,,6782,b88c4fbeef580e02
-91.1372258,40.8357616,2565,DIAMOND RIDGE DRIVE,,BURLINGTON,,,,6783,8eacb680fa897ff5
-91.1315356,40.8124437,2319,WASHINGTON STREET,,BURLINGTON,,,,6784,7787396adfc0b493
-91.1173938,40.8138061,1243,AGENCY STREET,,BURLINGTON,,,,6785,07f52122eaff15ce
-91.1123027,40.7939012,1315,S 13TH STREET,,BURLINGTON,,,,6786,80df02dea776baaa
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6787,e8dc16ee1dd7ceb9
-91.1262051,40.8010181,813,HAGEMANN AVENUE,,BURLINGTON,,,,6788,ba030cd065ab9941
-91.1350432,40.8335992,2907,SUNNYSIDE AVENUE,,BURLINGTON,,,,6789,55f0c85ea2b337eb
-91.2584348,40.8282736,145,MECHANIC STREET,,MIDDLETOWN,,,,6790,2d54325f9ecff706
-91.107852,40.7860462,2129,MADISON AVENUE,,BURLINGTON,,,,6791,a7b76a536e66b01a
-91.1051674,40.8235981,1502,N 8TH STREET,,BURLINGTON,,,,6792,264885a5cacdc638
-91.12172,40.8095265,107,S ADAMS STREET,,BURLINGTON,,,,6793,835d579c61b13b51
-91.1254306,40.7997042,912,HAGEMANN AVENUE,,BURLINGTON,,,,6794,a8faf9e0eb8f2598
-91.1235203,40.7987344,1003,S STARR AVENUE,,BURLINGTON,,,,6795,dd87eb50cafd12fa
-91.1242334,40.7986217,1006,S PLANE STREET,,BURLINGTON,,,,6796,419cecda15b7b7da
-91.1242309,40.7984736,1010,S PLANE STREET,,BURLINGTON,,,,6797,b613ed7183bc2454
-91.1242421,40.7981687,1026,S PLANE STREET,,BURLINGTON,,,,6798,dda180bc836bf530
-91.1253936,40.7987521,1000,HAGEMANN AVENUE,,BURLINGTON,,,,6799,342873c1dd7ef719
-91.1248035,40.7986852,1003,S PLANE STREET,,BURLINGTON,,,,6800,57dea7914cdd1801
-91.1193177,40.7933848,1726,WEST ACRES DRIVE,,BURLINGTON,,,,6801,18503475b97f3bcd
-91.0990114,40.7969031,1254,S MAIN STREET,,BURLINGTON,,,,6802,ba3cd9fd05392d77
-91.1024087,40.7834199,157,CRESTVIEW DRIVE,,BURLINGTON,,,,6803,9ae4a60c5449e831
-91.1175003,40.8029615,1415,CLEVELAND AVENUE,,BURLINGTON,,,,6804,9fab6ac699ec1105
-91.1332595,40.8225513,2501,MT PLEASANT STREET,,BURLINGTON,,,,6805,c40b085e20bc05aa
-91.110792,40.7674326,6027,MADISON AVENUE,,BURLINGTON,,,,6806,630683479f6bf5b3
-91.1101278,40.7902424,1711,S CENTRAL AVENUE,,BURLINGTON,,,,6807,a3dfb0e8b1cd75e9
-91.129841,40.7978644,1003,MESSIAH DRIVE,,BURLINGTON,,,,6808,b2390f730c2f6cb9
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6809,cdbd202cab167f6c
-91.1205045,40.8032443,616,S LEEBRICK STREET,,BURLINGTON,,,,6810,a90af98d3f1c2475
-91.108009,40.8236748,916,OAK STREET,,BURLINGTON,,,,6811,01665a90a9972ef4
-91.1046005,40.8213573,1305,N 7TH STREET,,BURLINGTON,,,,6812,6cfe2c90f55fcd7b
-91.1162791,40.7895345,1821,SUMMER STREET,,BURLINGTON,,,,6813,50d1aec2235f5d67
-91.1020685,40.8196589,500,NORTH STREET,,BURLINGTON,,,,6814,76c84dbd8e807926
-91.1191546,40.7894678,1920,HARRISON AVENUE,,BURLINGTON,,,,6815,7676409a87cfb53b
-91.1145725,40.8001881,705,SUMMER STREET,,BURLINGTON,,,,6816,b7fa1ee2470ad99c
-91.1452133,40.7974319,3420,MASON STREET,,BURLINGTON,,,,6817,5a8707a81c247969
-91.1072642,40.7984317,918,S 8TH STREET,,BURLINGTON,,,,6818,f99388d80320e87d
-91.1284584,40.7973834,1014,ERICKSON LANE,,BURLINGTON,,,,6819,527a13a0fcca47c9
-91.1095967,40.8029162,527,S 8TH STREET,,BURLINGTON,,,,6820,1d6cf9a640de47a0
-91.1110738,40.7856349,2145,S 12TH STREET,,BURLINGTON,,,,6821,0fdaea96647a92e7
-91.1431795,40.7990683,3301,STERLING DRIVE,,BURLINGTON,,,,6822,7aa6ea6edc48df1a
-91.1122975,40.8034697,500,S CENTRAL AVENUE,,BURLINGTON,,,,6823,93000c2b851cfccf
-91.1098971,40.7788542,1104,HILLARY STREET,,BURLINGTON,,,,6824,10221be44994bba1
-91.1257613,40.83092,2118,BAUMBERGER STREET,,BURLINGTON,,,,6825,70231c5cd2439889
-91.1204264,40.7640133,5784,SUMMER STREET,,BURLINGTON,,,,6826,7a67a9160c6c5963
-91.1183362,40.8066382,1520,AETNA STREET,,BURLINGTON,,,,6827,45afdddeef695e24
-91.1154623,40.7945057,1301,SUMMER STREET,,BURLINGTON,,,,6828,5fa7b206b14e29af
-91.1298411,40.7976555,1009,MESSIAH DRIVE,,BURLINGTON,,,,6829,2a35fdff1bfe31d6
-91.1363654,40.8253207,2719,MT PLEASANT STREET,,BURLINGTON,,,,6830,659ff8a364e9bc9b
-91.1280888,40.7983256,2220,GILBERT STREET,,BURLINGTON,,,,6831,a2de88e6add0469b
-91.1278099,40.798011,2215,GILBERT STREET,,BURLINGTON,,,,6832,b1490b08d85bcdff
-91.1271121,40.797965,2209,GILBERT STREET,,BURLINGTON,,,,6833,65131c01058baf25
-91.1261385,40.7978744,1017,HAGEMANN AVENUE,,BURLINGTON,,,,6834,90833b6baf44caff
-91.1260547,40.7975846,1023,HAGEMANN AVENUE,,BURLINGTON,,,,6835,7dd905d08a5c845a
-91.1257111,40.8040717,2120,SPRAY STREET,,BURLINGTON,,,,6836,512b6d0c9814a33f
-91.1073697,40.8247097,906,ASH STREET,,BURLINGTON,,,,6837,323d880bfd91063b
-91.1046334,40.8162393,825,N 6TH STREET,,BURLINGTON,,,,6838,fe9499cfe1533a34
-91.1215373,40.7888014,2122,HEDGE AVENUE,,BURLINGTON,,,,6839,937db811655d828d
-91.1181422,40.7949681,1710,LOUISA STREET,,BURLINGTON,,,,6840,983c253c0503501e
-91.1668928,40.7960809,4925,WEST AVENUE,,BURLINGTON,,,,6841,9abbb9b3e9fbe437
-91.1110866,40.7862487,2121,S 12TH STREET,,BURLINGTON,,,,6842,eb56ad17c0e02d59
-91.1156227,40.8124153,1311,WASHINGTON STREET,,BURLINGTON,,,,6843,c1c00cdbdaf0b619
-91.1266058,40.7979622,2205,GILBERT STREET,,BURLINGTON,,,,6844,f42f2623115f91b0
-91.1183972,40.7904145,1725,LAUREL STREET,,BURLINGTON,,,,6845,bce0b93a278c84f1
-91.1100404,40.7849964,2205,S CENTRAL AVENUE,,BURLINGTON,,,,6846,d4a2035bbfb9f05c
-91.1217291,40.8093077,111,S ADAMS STREET,,BURLINGTON,,,,6847,0818c9f394dcf01a
-91.1233025,40.7925687,2001,MASON STREET,,BURLINGTON,,,,6848,2a8a4a4602d05214
-91.131084,40.8061058,2604,SUNRISE LANE,,BURLINGTON,,,,6849,da80c47434e09e99
-91.1297408,40.8119212,210,SHIELDS STREET,,BURLINGTON,,,,6850,8dae8a3678374e7c
-91.1374628,40.8228618,2830,WINEGARD DRIVE,,BURLINGTON,,,,6851,931b330580b72d43
-91.114511,40.8342583,2401,GNAHN STREET,,BURLINGTON,,,,6852,0fad2f434d6c1bdb
-91.1262095,40.7943065,1335,HAGEMANN AVENUE,,BURLINGTON,,,,6853,eff0c0add4bc00e9
-91.1262405,40.7949896,1307,HAGEMANN AVENUE,,BURLINGTON,,,,6854,bd5d04856a1ec67f
-91.1361627,40.7982843,2908,LAWN AVENUE,,BURLINGTON,,,,6855,1bb19b78910ccd2e
-91.1471647,40.8008402,3600,WEST AVENUE,,BURLINGTON,,,,6856,00b590587d7f42b3
-91.1052624,40.802358,608,S 5TH STREET,,BURLINGTON,,,,6857,d56ce2c3f4dec89a
-91.1273225,40.8022618,719,IRONWOOD STREET,,BURLINGTON,,,,6858,cf413ce7f3c4727e
-91.1013037,40.7911145,400,BARRET STREET,,BURLINGTON,,,,6859,c6cd2547678b45b8
-91.1105937,40.7850941,2204,S 12TH STREET,,BURLINGTON,,,,6860,1de53002efd53add
-91.1109844,40.7782116,1206,PARKWAY DRIVE,,BURLINGTON,,,,6861,dd78500fb1bce472
-91.1051624,40.7962169,1212,S 7TH STREET,,BURLINGTON,,,,6862,9b4cec8fc89ecefd
-91.1346349,40.8530251,11884,IRISH RIDGE ROAD,,BURLINGTON,,,,6863,382b8581d1a7842f
-91.1238851,40.8124674,37,MIDTOWN LANE,,BURLINGTON,,,,6864,3fb76b12ffaf15d0
-91.1235165,40.7988727,1001,S STARR AVENUE,,BURLINGTON,,,,6865,47c56e0bae532464
-91.1066259,40.7924381,1517,S 8TH STREET,,BURLINGTON,,,,6866,3a0c4f28b42f44cd
-91.1429923,40.8130833,329,N ROOSEVELT AVENUE,,BURLINGTON,,,,6867,c33e61e30efbebc8
-91.1290922,40.8138262,315,EMMETT STREET,,BURLINGTON,,,,6868,3a1c94a8ef695f45
-91.1106091,40.7838348,2232,S 12TH STREET,,BURLINGTON,,,,6869,156862905f26e2b1
-91.1006889,40.816863,925,N 3RD STREET,,BURLINGTON,,,,6870,0210601cd392d20e
-91.105724,40.8235843,1501,N 8TH STREET,,BURLINGTON,,,,6871,d7e093b5596aae93
-91.1302935,40.8020158,726,MORNINGSIDE DRIVE,,BURLINGTON,,,,6872,9ad21f79c320e675
-91.1381221,40.8161977,3160,AGENCY STREET,,BURLINGTON,,,,6873,ff3253cc7b5b97d4
-91.0982736,40.783934,2524,S MAIN STREET,,BURLINGTON,,,,6874,93ba24470992c3bc
-91.1054017,40.7889193,721,HARRISON AVENUE,,BURLINGTON,,,,6875,0016c200e8541a08
-91.1049013,40.818819,1031,N 7TH STREET,,BURLINGTON,,,,6876,cf2bc0e3eab7c3d1
-91.1260319,40.8334188,2500,SUNNYSIDE AVENUE,,BURLINGTON,,,,6877,250f578999a22041
-91.1083571,40.8287465,1929,DES MOINES AVENUE,,BURLINGTON,,,,6878,c9fdff818d722078
-91.1363171,40.8035377,708,TERRACE DRIVE,,BURLINGTON,,,,6879,24c2b2eeab9a505d
-91.1427446,40.8378373,2553,SURREY ROAD,,BURLINGTON,,,,6880,1eb6505a06a0592c
-91.1360631,40.8036516,704,TERRACE DRIVE,,BURLINGTON,,,,6881,0036f43ec8de4e68
-91.1156927,40.8096726,1309,MARKET STREET,,BURLINGTON,,,,6882,a95d13131dde03c6
-91.1340453,40.8364651,2816,SHAMROCK DRIVE,,BURLINGTON,,,,6883,cb3653105973a3b0
-91.1329752,40.8050688,2709,AMELIA STREET,,BURLINGTON,,,,6884,2184733c332b7f9e
